film_id,titulo_pelicula,actor_id,actor_full_name,total_actores_en_pelicula,total_peliculas_del_actor,categoria_reparto,nivel_protagonismo
721,Reds Pocus,98,Chris Bridges,5,27,Elenco Estándar,Actor Promedio
721,Reds Pocus,87,Spencer Peck,5,21,Elenco Estándar,Actor Promedio
722,Reef Salute,9,Joe Swank,4,25,Elenco Estándar,Actor Promedio
722,Reef Salute,69,Kenneth Paltrow,4,21,Elenco Estándar,Actor Promedio
722,Reef Salute,120,Penelope Monroe,4,27,Elenco Estándar,Actor Promedio
722,Reef Salute,174,Michael Bening,4,24,Elenco Estándar,Actor Promedio
723,Reign Gentlemen,113,Morgan Hopkins,3,27,Elenco Estándar,Actor Promedio
723,Reign Gentlemen,29,Alec Wayne,3,29,Elenco Estándar,Actor Promedio
723,Reign Gentlemen,40,Johnny Cage,3,29,Elenco Estándar,Actor Promedio
724,Remember Diary,41,Jodie Degeneres,4,29,Elenco Estándar,Actor Promedio
724,Remember Diary,94,Kenneth Torn,4,33,Elenco Estándar,Actor Muy Prolífico
724,Remember Diary,197,Reese West,4,33,Elenco Estándar,Actor Muy Prolífico
724,Remember Diary,180,Jeff Silverstone,4,25,Elenco Estándar,Actor Promedio
725,Requiem Tycoon,123,Julianne Dench,8,32,Elenco Estándar,Actor Muy Prolífico
725,Requiem Tycoon,130,Greta Keitel,8,27,Elenco Estándar,Actor Promedio
725,Requiem Tycoon,49,Anne Cronyn,8,27,Elenco Estándar,Actor Promedio
725,Requiem Tycoon,53,Mena Temple,8,30,Elenco Estándar,Actor Promedio
725,Requiem Tycoon,67,Jessica Bailey,8,23,Elenco Estándar,Actor Promedio
725,Requiem Tycoon,66,Mary Tandy,8,31,Elenco Estándar,Actor Muy Prolífico
725,Requiem Tycoon,98,Chris Bridges,8,27,Elenco Estándar,Actor Promedio
725,Requiem Tycoon,70,Michelle Mcconaughey,8,23,Elenco Estándar,Actor Promedio
726,Reservoir Adaptation,67,Jessica Bailey,8,23,Elenco Estándar,Actor Promedio
726,Reservoir Adaptation,58,Christian Akroyd,8,32,Elenco Estándar,Actor Muy Prolífico
726,Reservoir Adaptation,99,Jim Mostel,8,26,Elenco Estándar,Actor Promedio
726,Reservoir Adaptation,176,Jon Chase,8,29,Elenco Estándar,Actor Promedio
726,Reservoir Adaptation,177,Gene Mckellen,8,27,Elenco Estándar,Actor Promedio
726,Reservoir Adaptation,145,Kim Allen,8,28,Elenco Estándar,Actor Promedio
726,Reservoir Adaptation,124,Scarlett Bening,8,26,Elenco Estándar,Actor Promedio
726,Reservoir Adaptation,113,Morgan Hopkins,8,27,Elenco Estándar,Actor Promedio
727,Resurrection Silverado,127,Kevin Garland,5,33,Elenco Estándar,Actor Muy Prolífico
727,Resurrection Silverado,133,Richard Penn,5,30,Elenco Estándar,Actor Promedio
727,Resurrection Silverado,169,Kenneth Hoffman,5,29,Elenco Estándar,Actor Promedio
727,Resurrection Silverado,53,Mena Temple,5,30,Elenco Estándar,Actor Promedio
727,Resurrection Silverado,79,Mae Hoffman,5,28,Elenco Estándar,Actor Promedio
728,Reunion Witches,92,Kirsten Akroyd,7,34,Elenco Estándar,Actor Muy Prolífico
728,Reunion Witches,12,Karl Berry,7,31,Elenco Estándar,Actor Muy Prolífico
728,Reunion Witches,56,Dan Harris,7,28,Elenco Estándar,Actor Promedio
728,Reunion Witches,97,Meg Hawke,7,27,Elenco Estándar,Actor Promedio
728,Reunion Witches,112,Russell Bacall,7,25,Elenco Estándar,Actor Promedio
728,Reunion Witches,102,Walter Torn,7,41,Elenco Estándar,Actor Muy Prolífico
728,Reunion Witches,150,Jayne Nolte,7,34,Elenco Estándar,Actor Muy Prolífico
729,Rider Caddyshack,186,Julia Zellweger,9,16,Elenco Estándar,Actor Promedio
729,Rider Caddyshack,152,Ben Harris,9,23,Elenco Estándar,Actor Promedio
729,Rider Caddyshack,140,Whoopi Hurt,9,32,Elenco Estándar,Actor Muy Prolífico
729,Rider Caddyshack,175,William Hackman,9,27,Elenco Estándar,Actor Promedio
729,Rider Caddyshack,180,Jeff Silverstone,9,25,Elenco Estándar,Actor Promedio
729,Rider Caddyshack,49,Anne Cronyn,9,27,Elenco Estándar,Actor Promedio
729,Rider Caddyshack,84,James Pitt,9,31,Elenco Estándar,Actor Muy Prolífico
729,Rider Caddyshack,13,Uma Wood,9,35,Elenco Estándar,Actor Muy Prolífico
729,Rider Caddyshack,81,Scarlett Damon,9,36,Elenco Estándar,Actor Muy Prolífico
730,Ridgemont Submarine,5,Johnny Lollobrigida,5,29,Elenco Estándar,Actor Promedio
730,Ridgemont Submarine,123,Julianne Dench,5,32,Elenco Estándar,Actor Muy Prolífico
730,Ridgemont Submarine,185,Michael Bolger,5,30,Elenco Estándar,Actor Promedio
730,Ridgemont Submarine,140,Whoopi Hurt,5,32,Elenco Estándar,Actor Muy Prolífico
730,Ridgemont Submarine,199,Julia Fawcett,5,15,Elenco Estándar,Actor Promedio
731,Right Cranes,36,Burt Dukakis,7,29,Elenco Estándar,Actor Promedio
731,Right Cranes,67,Jessica Bailey,7,23,Elenco Estándar,Actor Promedio
731,Right Cranes,22,Elvis Marx,7,26,Elenco Estándar,Actor Promedio
731,Right Cranes,46,Parker Goldberg,7,24,Elenco Estándar,Actor Promedio
731,Right Cranes,146,Albert Johansson,7,33,Elenco Estándar,Actor Muy Prolífico
731,Right Cranes,140,Whoopi Hurt,7,32,Elenco Estándar,Actor Muy Prolífico
731,Right Cranes,111,Cameron Zellweger,7,33,Elenco Estándar,Actor Muy Prolífico
732,Rings Heartbreakers,111,Cameron Zellweger,11,33,Elenco Grande,Actor Muy Prolífico
732,Rings Heartbreakers,180,Jeff Silverstone,11,25,Elenco Grande,Actor Promedio
732,Rings Heartbreakers,153,Minnie Kilmer,11,20,Elenco Grande,Actor Promedio
732,Rings Heartbreakers,179,Ed Guiness,11,29,Elenco Grande,Actor Promedio
732,Rings Heartbreakers,113,Morgan Hopkins,11,27,Elenco Grande,Actor Promedio
732,Rings Heartbreakers,109,Sylvester Dern,11,22,Elenco Grande,Actor Promedio
732,Rings Heartbreakers,5,Johnny Lollobrigida,11,29,Elenco Grande,Actor Promedio
732,Rings Heartbreakers,26,Rip Crawford,11,33,Elenco Grande,Actor Muy Prolífico
732,Rings Heartbreakers,35,Judy Dean,11,15,Elenco Grande,Actor Promedio
732,Rings Heartbreakers,50,Natalie Hopkins,11,32,Elenco Grande,Actor Muy Prolífico
732,Rings Heartbreakers,30,Sandra Peck,11,19,Elenco Grande,Actor Promedio
733,River Outlaw,51,Gary Phoenix,4,25,Elenco Estándar,Actor Promedio
733,River Outlaw,21,Kirsten Paltrow,4,27,Elenco Estándar,Actor Promedio
733,River Outlaw,178,Lisa Monroe,4,23,Elenco Estándar,Actor Promedio
733,River Outlaw,108,Warren Nolte,4,34,Elenco Estándar,Actor Muy Prolífico
734,Road Roxanne,167,Laurence Bullock,8,26,Elenco Estándar,Actor Promedio
734,Road Roxanne,146,Albert Johansson,8,33,Elenco Estándar,Actor Muy Prolífico
734,Road Roxanne,189,Cuba Birch,8,24,Elenco Estándar,Actor Promedio
734,Road Roxanne,17,Helen Voight,8,32,Elenco Estándar,Actor Muy Prolífico
734,Road Roxanne,51,Gary Phoenix,8,25,Elenco Estándar,Actor Promedio
734,Road Roxanne,47,Julia Barrymore,8,24,Elenco Estándar,Actor Promedio
734,Road Roxanne,21,Kirsten Paltrow,8,27,Elenco Estándar,Actor Promedio
734,Road Roxanne,98,Chris Bridges,8,27,Elenco Estándar,Actor Promedio
735,Robbers Joon,65,Angela Hudson,5,34,Elenco Estándar,Actor Muy Prolífico
735,Robbers Joon,33,Milla Peck,5,24,Elenco Estándar,Actor Promedio
735,Robbers Joon,142,Jada Ryder,5,31,Elenco Estándar,Actor Muy Prolífico
735,Robbers Joon,118,Cuba Allen,5,25,Elenco Estándar,Actor Promedio
735,Robbers Joon,103,Matthew Leigh,5,30,Elenco Estándar,Actor Promedio
736,Robbery Bright,140,Whoopi Hurt,2,32,Elenco Estándar,Actor Muy Prolífico
736,Robbery Bright,39,Goldie Brody,2,28,Elenco Estándar,Actor Promedio
737,Rock Instinct,57,Jude Cruise,8,30,Elenco Estándar,Actor Promedio
737,Rock Instinct,40,Johnny Cage,8,29,Elenco Estándar,Actor Promedio
737,Rock Instinct,33,Milla Peck,8,24,Elenco Estándar,Actor Promedio
737,Rock Instinct,51,Gary Phoenix,8,25,Elenco Estándar,Actor Promedio
737,Rock Instinct,47,Julia Barrymore,8,24,Elenco Estándar,Actor Promedio
737,Rock Instinct,111,Cameron Zellweger,8,33,Elenco Estándar,Actor Muy Prolífico
737,Rock Instinct,179,Ed Guiness,8,29,Elenco Estándar,Actor Promedio
737,Rock Instinct,165,Al Garland,8,26,Elenco Estándar,Actor Promedio
738,Rocketeer Mother,117,Renee Tracy,7,33,Elenco Estándar,Actor Muy Prolífico
738,Rocketeer Mother,119,Warren Jackman,7,32,Elenco Estándar,Actor Muy Prolífico
738,Rocketeer Mother,35,Judy Dean,7,15,Elenco Estándar,Actor Promedio
738,Rocketeer Mother,42,Tom Miranda,7,27,Elenco Estándar,Actor Promedio
738,Rocketeer Mother,98,Chris Bridges,7,27,Elenco Estándar,Actor Promedio
738,Rocketeer Mother,194,Meryl Allen,7,22,Elenco Estándar,Actor Promedio
738,Rocketeer Mother,195,Jayne Silverstone,7,27,Elenco Estándar,Actor Promedio
739,Rocky War,104,Penelope Cronyn,3,31,Elenco Estándar,Actor Muy Prolífico
739,Rocky War,117,Renee Tracy,3,33,Elenco Estándar,Actor Muy Prolífico
739,Rocky War,31,Sissy Sobieski,3,18,Elenco Estándar,Actor Promedio
740,Rollercoaster Bringing,141,Cate Harris,3,28,Elenco Estándar,Actor Promedio
740,Rollercoaster Bringing,115,Harrison Bale,3,28,Elenco Estándar,Actor Promedio
740,Rollercoaster Bringing,176,Jon Chase,3,29,Elenco Estándar,Actor Promedio
741,Roman Punk,108,Warren Nolte,2,34,Elenco Estándar,Actor Muy Prolífico
741,Roman Punk,99,Jim Mostel,2,26,Elenco Estándar,Actor Promedio
742,Roof Champion,124,Scarlett Bening,5,26,Elenco Estándar,Actor Promedio
742,Roof Champion,116,Dan Streep,5,24,Elenco Estándar,Actor Promedio
742,Roof Champion,140,Whoopi Hurt,5,32,Elenco Estándar,Actor Muy Prolífico
742,Roof Champion,22,Elvis Marx,5,26,Elenco Estándar,Actor Promedio
742,Roof Champion,2,Nick Wahlberg,5,25,Elenco Estándar,Actor Promedio
743,Room Roman,28,Woody Hoffman,2,31,Elenco Estándar,Actor Muy Prolífico
743,Room Roman,72,Sean Williams,2,26,Elenco Estándar,Actor Promedio
744,Roots Remember,75,Burt Posey,10,24,Elenco Grande,Actor Promedio
744,Roots Remember,40,Johnny Cage,10,29,Elenco Grande,Actor Promedio
744,Roots Remember,93,Ellen Presley,10,25,Elenco Grande,Actor Promedio
744,Roots Remember,172,Groucho Williams,10,25,Elenco Grande,Actor Promedio
744,Roots Remember,102,Walter Torn,10,41,Elenco Grande,Actor Muy Prolífico
744,Roots Remember,178,Lisa Monroe,10,23,Elenco Grande,Actor Promedio
744,Roots Remember,108,Warren Nolte,10,34,Elenco Grande,Actor Muy Prolífico
744,Roots Remember,111,Cameron Zellweger,10,33,Elenco Grande,Actor Muy Prolífico
744,Roots Remember,139,Ewan Gooding,10,33,Elenco Grande,Actor Muy Prolífico
744,Roots Remember,181,Matthew Carrey,10,39,Elenco Grande,Actor Muy Prolífico
745,Roses Treasure,184,Humphrey Garland,5,29,Elenco Estándar,Actor Promedio
745,Roses Treasure,137,Morgan Williams,5,27,Elenco Estándar,Actor Promedio
745,Roses Treasure,193,Burt Temple,5,23,Elenco Estándar,Actor Promedio
745,Roses Treasure,198,Mary Keitel,5,40,Elenco Estándar,Actor Muy Prolífico
745,Roses Treasure,15,Cuba Olivier,5,28,Elenco Estándar,Actor Promedio
746,Rouge Squad,120,Penelope Monroe,4,27,Elenco Estándar,Actor Promedio
746,Rouge Squad,139,Ewan Gooding,4,33,Elenco Estándar,Actor Muy Prolífico
746,Rouge Squad,176,Jon Chase,4,29,Elenco Estándar,Actor Promedio
746,Rouge Squad,197,Reese West,4,33,Elenco Estándar,Actor Muy Prolífico
747,Roxanne Rebel,192,John Suvari,5,29,Elenco Estándar,Actor Promedio
747,Roxanne Rebel,40,Johnny Cage,5,29,Elenco Estándar,Actor Promedio
747,Roxanne Rebel,74,Milla Keitel,5,28,Elenco Estándar,Actor Promedio
747,Roxanne Rebel,68,Rip Winslet,5,30,Elenco Estándar,Actor Promedio
747,Roxanne Rebel,138,Lucille Dee,5,24,Elenco Estándar,Actor Promedio
748,Rugrats Shakespeare,113,Morgan Hopkins,6,27,Elenco Estándar,Actor Promedio
748,Rugrats Shakespeare,145,Kim Allen,6,28,Elenco Estándar,Actor Promedio
748,Rugrats Shakespeare,189,Cuba Birch,6,24,Elenco Estándar,Actor Promedio
748,Rugrats Shakespeare,73,Gary Penn,6,26,Elenco Estándar,Actor Promedio
748,Rugrats Shakespeare,95,Daryl Wahlberg,6,31,Elenco Estándar,Actor Muy Prolífico
748,Rugrats Shakespeare,35,Judy Dean,6,15,Elenco Estándar,Actor Promedio
749,Rules Human,1,Penelope Guiness,5,19,Elenco Estándar,Actor Promedio
749,Rules Human,77,Cary Mcconaughey,5,24,Elenco Estándar,Actor Promedio
749,Rules Human,59,Dustin Tautou,5,27,Elenco Estándar,Actor Promedio
749,Rules Human,161,Harvey Hope,5,32,Elenco Estándar,Actor Muy Prolífico
749,Rules Human,127,Kevin Garland,5,33,Elenco Estándar,Actor Muy Prolífico
750,Run Pacific,105,Sidney Crowe,6,34,Elenco Estándar,Actor Muy Prolífico
750,Run Pacific,51,Gary Phoenix,6,25,Elenco Estándar,Actor Promedio
750,Run Pacific,79,Mae Hoffman,6,28,Elenco Estándar,Actor Promedio
750,Run Pacific,56,Dan Harris,6,28,Elenco Estándar,Actor Promedio
750,Run Pacific,19,Bob Fawcett,6,25,Elenco Estándar,Actor Promedio
750,Run Pacific,82,Woody Jolie,6,31,Elenco Estándar,Actor Muy Prolífico
751,Runaway Tenenbaums,44,Nick Stallone,3,30,Elenco Estándar,Actor Promedio
751,Runaway Tenenbaums,119,Warren Jackman,3,32,Elenco Estándar,Actor Muy Prolífico
751,Runaway Tenenbaums,177,Gene Mckellen,3,27,Elenco Estándar,Actor Promedio
752,Runner Madigan,141,Cate Harris,8,28,Elenco Estándar,Actor Promedio
752,Runner Madigan,106,Groucho Dunst,8,35,Elenco Estándar,Actor Muy Prolífico
752,Runner Madigan,86,Greg Chaplin,8,27,Elenco Estándar,Actor Promedio
752,Runner Madigan,19,Bob Fawcett,8,25,Elenco Estándar,Actor Promedio
752,Runner Madigan,61,Christian Neeson,8,25,Elenco Estándar,Actor Promedio
752,Runner Madigan,9,Joe Swank,8,25,Elenco Estándar,Actor Promedio
752,Runner Madigan,8,Matthew Johansson,8,20,Elenco Estándar,Actor Promedio
752,Runner Madigan,197,Reese West,8,33,Elenco Estándar,Actor Muy Prolífico
753,Rush Goodfellas,173,Alan Dreyfuss,5,27,Elenco Estándar,Actor Promedio
753,Rush Goodfellas,144,Angela Witherspoon,5,35,Elenco Estándar,Actor Muy Prolífico
753,Rush Goodfellas,109,Sylvester Dern,5,22,Elenco Estándar,Actor Promedio
753,Rush Goodfellas,79,Mae Hoffman,5,28,Elenco Estándar,Actor Promedio
753,Rush Goodfellas,43,Kirk Jovovich,5,26,Elenco Estándar,Actor Promedio
754,Rushmore Mermaid,60,Henry Berry,7,35,Elenco Estándar,Actor Muy Prolífico
754,Rushmore Mermaid,33,Milla Peck,7,24,Elenco Estándar,Actor Promedio
754,Rushmore Mermaid,40,Johnny Cage,7,29,Elenco Estándar,Actor Promedio
754,Rushmore Mermaid,2,Nick Wahlberg,7,25,Elenco Estándar,Actor Promedio
754,Rushmore Mermaid,54,Penelope Pinkett,7,25,Elenco Estándar,Actor Promedio
754,Rushmore Mermaid,115,Harrison Bale,7,28,Elenco Estándar,Actor Promedio
754,Rushmore Mermaid,156,Fay Wood,7,22,Elenco Estándar,Actor Promedio
755,Sabrina Midnight,160,Chris Depp,4,20,Elenco Estándar,Actor Promedio
755,Sabrina Midnight,58,Christian Akroyd,4,32,Elenco Estándar,Actor Muy Prolífico
755,Sabrina Midnight,25,Kevin Bloom,4,21,Elenco Estándar,Actor Promedio
755,Sabrina Midnight,97,Meg Hawke,4,27,Elenco Estándar,Actor Promedio
756,Saddle Antitrust,19,Bob Fawcett,3,25,Elenco Estándar,Actor Promedio
756,Saddle Antitrust,153,Minnie Kilmer,3,20,Elenco Estándar,Actor Promedio
756,Saddle Antitrust,132,Adam Hopper,3,22,Elenco Estándar,Actor Promedio
757,Sagebrush Clueless,173,Alan Dreyfuss,7,27,Elenco Estándar,Actor Promedio
757,Sagebrush Clueless,114,Morgan Mcdormand,7,25,Elenco Estándar,Actor Promedio
757,Sagebrush Clueless,155,Ian Tandy,7,31,Elenco Estándar,Actor Muy Prolífico
757,Sagebrush Clueless,48,Frances Day-Lewis,7,26,Elenco Estándar,Actor Promedio
757,Sagebrush Clueless,20,Lucille Tracy,7,30,Elenco Estándar,Actor Promedio
757,Sagebrush Clueless,72,Sean Williams,7,26,Elenco Estándar,Actor Promedio
757,Sagebrush Clueless,97,Meg Hawke,7,27,Elenco Estándar,Actor Promedio
758,Saints Bride,26,Rip Crawford,10,33,Elenco Grande,Actor Muy Prolífico
758,Saints Bride,16,Fred Costner,10,27,Elenco Grande,Actor Promedio
758,Saints Bride,7,Grace Mostel,10,30,Elenco Grande,Actor Promedio
758,Saints Bride,197,Reese West,10,33,Elenco Grande,Actor Muy Prolífico
758,Saints Bride,198,Mary Keitel,10,40,Elenco Grande,Actor Muy Prolífico
758,Saints Bride,172,Groucho Williams,10,25,Elenco Grande,Actor Promedio
758,Saints Bride,101,Susan Davis,10,33,Elenco Grande,Actor Muy Prolífico
758,Saints Bride,137,Morgan Williams,10,27,Elenco Grande,Actor Promedio
758,Saints Bride,176,Jon Chase,10,29,Elenco Grande,Actor Promedio
758,Saints Bride,170,Mena Hopper,10,24,Elenco Grande,Actor Promedio
759,Salute Apollo,142,Jada Ryder,4,31,Elenco Estándar,Actor Muy Prolífico
759,Salute Apollo,100,Spencer Depp,4,24,Elenco Estándar,Actor Promedio
759,Salute Apollo,128,Cate Mcqueen,4,30,Elenco Estándar,Actor Promedio
759,Salute Apollo,14,Vivien Bergen,4,30,Elenco Estándar,Actor Promedio
760,Samurai Lion,86,Greg Chaplin,2,27,Elenco Estándar,Actor Promedio
760,Samurai Lion,76,Angelina Astaire,2,31,Elenco Estándar,Actor Muy Prolífico
761,Santa Paris,69,Kenneth Paltrow,6,21,Elenco Estándar,Actor Promedio
761,Santa Paris,85,Minnie Zellweger,6,31,Elenco Estándar,Actor Muy Prolífico
761,Santa Paris,81,Scarlett Damon,6,36,Elenco Estándar,Actor Muy Prolífico
761,Santa Paris,149,Russell Temple,6,31,Elenco Estándar,Actor Muy Prolífico
761,Santa Paris,185,Michael Bolger,6,30,Elenco Estándar,Actor Promedio
761,Santa Paris,171,Olympia Pfeiffer,6,28,Elenco Estándar,Actor Promedio
762,Sassy Packer,144,Angela Witherspoon,3,35,Elenco Estándar,Actor Muy Prolífico
762,Sassy Packer,178,Lisa Monroe,3,23,Elenco Estándar,Actor Promedio
762,Sassy Packer,78,Groucho Sinatra,3,26,Elenco Estándar,Actor Promedio
763,Satisfaction Confidential,63,Cameron Wray,5,19,Elenco Estándar,Actor Promedio
763,Satisfaction Confidential,127,Kevin Garland,5,33,Elenco Estándar,Actor Muy Prolífico
763,Satisfaction Confidential,106,Groucho Dunst,5,35,Elenco Estándar,Actor Muy Prolífico
763,Satisfaction Confidential,177,Gene Mckellen,5,27,Elenco Estándar,Actor Promedio
763,Satisfaction Confidential,192,John Suvari,5,29,Elenco Estándar,Actor Promedio
764,Saturday Lambs,83,Ben Willis,9,33,Elenco Estándar,Actor Muy Prolífico
764,Saturday Lambs,26,Rip Crawford,9,33,Elenco Estándar,Actor Muy Prolífico
764,Saturday Lambs,14,Vivien Bergen,9,30,Elenco Estándar,Actor Promedio
764,Saturday Lambs,75,Burt Posey,9,24,Elenco Estándar,Actor Promedio
764,Saturday Lambs,84,James Pitt,9,31,Elenco Estándar,Actor Muy Prolífico
764,Saturday Lambs,54,Penelope Pinkett,9,25,Elenco Estándar,Actor Promedio
764,Saturday Lambs,170,Mena Hopper,9,24,Elenco Estándar,Actor Promedio
764,Saturday Lambs,130,Greta Keitel,9,27,Elenco Estándar,Actor Promedio
764,Saturday Lambs,177,Gene Mckellen,9,27,Elenco Estándar,Actor Promedio
765,Saturn Name,98,Chris Bridges,2,27,Elenco Estándar,Actor Promedio
765,Saturn Name,76,Angelina Astaire,2,31,Elenco Estándar,Actor Muy Prolífico
766,Savannah Town,46,Parker Goldberg,6,24,Elenco Estándar,Actor Promedio
766,Savannah Town,23,Sandra Kilmer,6,37,Elenco Estándar,Actor Muy Prolífico
766,Savannah Town,67,Jessica Bailey,6,23,Elenco Estándar,Actor Promedio
766,Savannah Town,61,Christian Neeson,6,25,Elenco Estándar,Actor Promedio
766,Savannah Town,7,Grace Mostel,6,30,Elenco Estándar,Actor Promedio
766,Savannah Town,153,Minnie Kilmer,6,20,Elenco Estándar,Actor Promedio
767,Scalawag Duck,160,Chris Depp,5,20,Elenco Estándar,Actor Promedio
767,Scalawag Duck,45,Reese Kilmer,5,32,Elenco Estándar,Actor Muy Prolífico
767,Scalawag Duck,57,Jude Cruise,5,30,Elenco Estándar,Actor Promedio
767,Scalawag Duck,61,Christian Neeson,5,25,Elenco Estándar,Actor Promedio
767,Scalawag Duck,78,Groucho Sinatra,5,26,Elenco Estándar,Actor Promedio
768,Scarface Bang,93,Ellen Presley,7,25,Elenco Estándar,Actor Promedio
768,Scarface Bang,46,Parker Goldberg,7,24,Elenco Estándar,Actor Promedio
768,Scarface Bang,141,Cate Harris,7,28,Elenco Estándar,Actor Promedio
768,Scarface Bang,148,Emily Dee,7,14,Elenco Estándar,Actor Promedio
768,Scarface Bang,152,Ben Harris,7,23,Elenco Estándar,Actor Promedio
768,Scarface Bang,187,Renee Ball,7,33,Elenco Estándar,Actor Muy Prolífico
768,Scarface Bang,155,Ian Tandy,7,31,Elenco Estándar,Actor Muy Prolífico
769,School Jacket,160,Chris Depp,8,20,Elenco Estándar,Actor Promedio
769,School Jacket,179,Ed Guiness,8,29,Elenco Estándar,Actor Promedio
769,School Jacket,195,Jayne Silverstone,8,27,Elenco Estándar,Actor Promedio
769,School Jacket,197,Reese West,8,33,Elenco Estándar,Actor Muy Prolífico
769,School Jacket,79,Mae Hoffman,8,28,Elenco Estándar,Actor Promedio
769,School Jacket,8,Matthew Johansson,8,20,Elenco Estándar,Actor Promedio
769,School Jacket,56,Dan Harris,8,28,Elenco Estándar,Actor Promedio
769,School Jacket,66,Mary Tandy,8,31,Elenco Estándar,Actor Muy Prolífico
770,Scissorhands Slums,47,Julia Barrymore,5,24,Elenco Estándar,Actor Promedio
770,Scissorhands Slums,7,Grace Mostel,5,30,Elenco Estándar,Actor Promedio
770,Scissorhands Slums,17,Helen Voight,5,32,Elenco Estándar,Actor Muy Prolífico
770,Scissorhands Slums,188,Rock Dukakis,5,30,Elenco Estándar,Actor Promedio
770,Scissorhands Slums,131,Jane Jackman,5,25,Elenco Estándar,Actor Promedio
771,Scorpion Apollo,172,Groucho Williams,8,25,Elenco Estándar,Actor Promedio
771,Scorpion Apollo,127,Kevin Garland,8,33,Elenco Estándar,Actor Muy Prolífico
771,Scorpion Apollo,121,Liza Bergman,8,25,Elenco Estándar,Actor Promedio
771,Scorpion Apollo,60,Henry Berry,8,35,Elenco Estándar,Actor Muy Prolífico
771,Scorpion Apollo,27,Julia Mcqueen,8,33,Elenco Estándar,Actor Muy Prolífico
771,Scorpion Apollo,19,Bob Fawcett,8,25,Elenco Estándar,Actor Promedio
771,Scorpion Apollo,90,Sean Guiness,8,33,Elenco Estándar,Actor Muy Prolífico
771,Scorpion Apollo,8,Matthew Johansson,8,20,Elenco Estándar,Actor Promedio
772,Sea Virgin,59,Dustin Tautou,8,27,Elenco Estándar,Actor Promedio
772,Sea Virgin,39,Goldie Brody,8,28,Elenco Estándar,Actor Promedio
772,Sea Virgin,73,Gary Penn,8,26,Elenco Estándar,Actor Promedio
772,Sea Virgin,112,Russell Bacall,8,25,Elenco Estándar,Actor Promedio
772,Sea Virgin,141,Cate Harris,8,28,Elenco Estándar,Actor Promedio
772,Sea Virgin,175,William Hackman,8,27,Elenco Estándar,Actor Promedio
772,Sea Virgin,148,Emily Dee,8,14,Elenco Estándar,Actor Promedio
772,Sea Virgin,184,Humphrey Garland,8,29,Elenco Estándar,Actor Promedio
773,Seabiscuit Punk,188,Rock Dukakis,3,30,Elenco Estándar,Actor Promedio
773,Seabiscuit Punk,71,Adam Grant,3,18,Elenco Estándar,Actor Promedio
773,Seabiscuit Punk,72,Sean Williams,3,26,Elenco Estándar,Actor Promedio
774,Searchers Wait,128,Cate Mcqueen,4,30,Elenco Estándar,Actor Promedio
774,Searchers Wait,101,Susan Davis,4,33,Elenco Estándar,Actor Muy Prolífico
774,Searchers Wait,188,Rock Dukakis,4,30,Elenco Estándar,Actor Promedio
774,Searchers Wait,107,Gina Degeneres,4,42,Elenco Estándar,Actor Muy Prolífico
775,Seattle Expecations,156,Fay Wood,6,22,Elenco Estándar,Actor Promedio
775,Seattle Expecations,124,Scarlett Bening,6,26,Elenco Estándar,Actor Promedio
775,Seattle Expecations,33,Milla Peck,6,24,Elenco Estándar,Actor Promedio
775,Seattle Expecations,22,Elvis Marx,6,26,Elenco Estándar,Actor Promedio
775,Seattle Expecations,94,Kenneth Torn,6,33,Elenco Estándar,Actor Muy Prolífico
775,Seattle Expecations,191,Gregory Gooding,6,30,Elenco Estándar,Actor Promedio
776,Secret Groundhog,144,Angela Witherspoon,3,35,Elenco Estándar,Actor Muy Prolífico
776,Secret Groundhog,79,Mae Hoffman,3,28,Elenco Estándar,Actor Promedio
776,Secret Groundhog,55,Fay Kilmer,3,20,Elenco Estándar,Actor Promedio
777,Secretary Rouge,83,Ben Willis,6,33,Elenco Estándar,Actor Muy Prolífico
777,Secretary Rouge,93,Ellen Presley,6,25,Elenco Estándar,Actor Promedio
777,Secretary Rouge,47,Julia Barrymore,6,24,Elenco Estándar,Actor Promedio
777,Secretary Rouge,180,Jeff Silverstone,6,25,Elenco Estándar,Actor Promedio
777,Secretary Rouge,150,Jayne Nolte,6,34,Elenco Estándar,Actor Muy Prolífico
777,Secretary Rouge,111,Cameron Zellweger,6,33,Elenco Estándar,Actor Muy Prolífico
778,Secrets Paradise,117,Renee Tracy,6,33,Elenco Estándar,Actor Muy Prolífico
778,Secrets Paradise,140,Whoopi Hurt,6,32,Elenco Estándar,Actor Muy Prolífico
778,Secrets Paradise,175,William Hackman,6,27,Elenco Estándar,Actor Promedio
778,Secrets Paradise,169,Kenneth Hoffman,6,29,Elenco Estándar,Actor Promedio
778,Secrets Paradise,96,Gene Willis,6,23,Elenco Estándar,Actor Promedio
778,Secrets Paradise,45,Reese Kilmer,6,32,Elenco Estándar,Actor Muy Prolífico
779,Sense Greek,34,Audrey Olivier,7,25,Elenco Estándar,Actor Promedio
779,Sense Greek,41,Jodie Degeneres,7,29,Elenco Estándar,Actor Promedio
779,Sense Greek,16,Fred Costner,7,27,Elenco Estándar,Actor Promedio
779,Sense Greek,171,Olympia Pfeiffer,7,28,Elenco Estándar,Actor Promedio
779,Sense Greek,187,Renee Ball,7,33,Elenco Estándar,Actor Muy Prolífico
779,Sense Greek,165,Al Garland,7,26,Elenco Estándar,Actor Promedio
